Row_No,Name,Change,Change (%),Price (Intraday),YTD Return (%),3-Mo Return (%),1-Year Return (%),3-Year Return (%),5-Year Return (%),Net Expense Ratio (%),Gross Expense Ratio (%),Net Assets,50 Day Avg,200 Day Avg,52 Week Range,Exchange,Funds by Category,Funds by Company,52 Week Low,52 Week High
9806,Empower High Yield Bond Inv,0.05,0.59,8.55,4.2,0.36,8.96,11.14,3.65,1.03,1.03,892416000.0,8.52,8.36,8.02 8.61,Nasdaq,High Yield Bond,Empower Funds,8.02,8.61
9807,DFA World ex U.S. Targeted Value Portfolio,0.32,1.49,21.84,11.65,0.96,39.65,17.38,14.26,0.48,0.48,891307000.0,21.49,20.46,17.37 22.17,Nasdaq,Foreign Small/Mid Value,Dimensional Fund Advisors,17.37,22.17
9808,Fidelity Select Health Care Svcs Port,-1.41,-1.2,116.36,14.46,11.1,3.85,1.51,20.15,0.67,0.67,891240000.0,115.72,105.12,86.29 123.38,Nasdaq,Health,Fidelity Investments,86.29,123.38
9809,Davis Global A,0.14,0.4,34.83,3.25,4.16,31.89,17.21,-5.09,0.7,0.7,890906000.0,33.46,33.19,29.91 35.48,Nasdaq,Global Large-Stock Blend,Davis Funds,29.91,35.48
9810,Davis Global C,0.13,0.42,30.8,2.78,3.94,30.83,16.25,-5.87,0.7,0.7,890906000.0,29.61,29.45,26.52 31.58,Nasdaq,Global Large-Stock Blend,Davis Funds,26.52,31.58
9811,Davis Global Y,0.15,0.43,35.12,3.41,4.22,32.21,17.45,-4.92,0.7,0.7,890906000.0,33.73,33.44,30.13 35.77,Nasdaq,Global Large-Stock Blend,Davis Funds,30.13,35.77
9812,Invesco Multi-Asset Income R5,0.07,0.85,8.26,4.51,2.07,10.98,11.06,6.29,0.65,0.65,889836000.0,8.21,8.15,7.79 8.31,Nasdaq,Moderately Conservative Allocation,Invesco,7.79,8.31
9813,Invesco Multi-Asset Income A,0.07,0.85,8.26,4.32,1.98,10.48,10.77,6.03,0.65,0.65,889836000.0,8.22,8.15,7.79 8.31,Nasdaq,Moderately Conservative Allocation,Invesco,7.79,8.31
9814,Invesco Multi-Asset Income C,0.07,0.85,8.26,3.85,1.79,9.77,9.92,5.22,0.65,0.65,889836000.0,8.21,8.15,7.79 8.30,Nasdaq,Moderately Conservative Allocation,Invesco,7.79,8.3
9815,Invesco Multi-Asset Income R6,0.07,0.85,8.27,4.39,1.94,10.97,10.96,6.22,0.65,0.65,889836000.0,8.23,8.16,7.81 8.32,Nasdaq,Moderately Conservative Allocation,Invesco,7.81,8.32
9816,Invesco Multi-Asset Income R,0.07,0.85,8.27,4.02,1.79,10.32,10.32,5.64,0.65,0.65,889836000.0,8.22,8.16,7.80 8.32,Nasdaq,Moderately Conservative Allocation,Invesco,7.8,8.32
9817,Invesco Multi-Asset Income Y,0.07,0.85,8.27,4.33,1.92,10.87,10.88,6.17,0.65,0.65,889836000.0,8.22,8.16,7.80 8.32,Nasdaq,Moderately Conservative Allocation,Invesco,7.8,8.32
9818,Matthews Pacific Tiger Fund,0.36,1.32,27.66,21.02,2.37,30.07,-4.87,-4.41,1.22,1.22,889113000.0,28.58,25.14,20.17 31.10,Nasdaq,Pacific/Asia Ex-Japan Stk,Matthews Asia Funds,20.17,31.1
9819,Matthews Pacific Tiger Instl,0.37,1.35,27.71,21.14,2.45,30.26,-4.75,-4.29,1.22,1.22,889113000.0,28.63,25.16,20.17 31.14,Nasdaq,Pacific/Asia Ex-Japan Stk,Matthews Asia Funds,20.17,31.14
9820,Rydex Monthly Rbl NASDAQ-100 2x Strt A,40.0,6.55,650.86,17.71,3.44,33.74,115.77,56.46,2.56,2.56,887810000.0,642.43,583.71,405.95 739.49,Nasdaq,Trading--Leveraged Equity,Rydex Funds,405.95,739.49
9821,Rydex Monthly Rbl NASDAQ-100 2x Strt C,33.93,6.55,552.22,17.19,3.24,32.75,114.17,55.29,2.56,2.56,887810000.0,545.49,502.63,345.32 660.24,Nasdaq,Trading--Leveraged Equity,Rydex Funds,345.32,660.24
9822,Rydex Monthly Rbl NASDAQ-100 2x Strt H,41.72,6.55,678.87,17.7,3.44,33.72,115.76,56.43,2.56,2.56,887810000.0,670.08,607.13,423.41 762.84,Nasdaq,Trading--Leveraged Equity,Rydex Funds,423.41,762.84
9823,BNY Mellon Smallcap Stock Index Fund,0.46,1.69,27.65,21.44,6.28,5.75,15.83,26.58,0.51,0.51,887476000.0,26.35,24.71,22.02 27.27,Nasdaq,Small Blend,Bny Mellon,22.02,27.27
9824,BNY Mellon Smallcap Stock Index Fund,0.46,1.68,27.78,21.25,6.21,5.49,15.51,26.26,0.51,0.51,887476000.0,26.49,24.83,22.16 27.41,Nasdaq,Small Blend,Bny Mellon,22.16,27.41
9825,Fidelity Advisor Consumer Disctnry - M,0.28,0.42,66.66,7.52,2.4,13.15,13.47,12.34,0.69,0.69,886982000.0,65.11,66.76,61.19 72.93,Nasdaq,Consumer Cyclical,Fidelity Investments,61.19,72.93
9826,Fidelity Advisor Consumer Disctnry - I,0.28,0.42,66.89,7.52,2.4,13.15,13.47,12.34,0.69,0.69,886982000.0,65.31,66.87,61.29 72.97,Nasdaq,Consumer Cyclical,Fidelity Investments,61.29,72.97
9827,Fidelity Advisor Consumer Disctnry - A,0.28,0.42,66.78,7.52,2.4,13.15,13.47,12.34,0.69,0.69,886982000.0,65.21,66.82,61.24 72.95,Nasdaq,Consumer Cyclical,Fidelity Investments,61.24,72.95
9828,Fidelity Advisor Consumer Disctnry - C,0.27,0.41,66.4,7.52,2.4,13.15,13.47,12.34,0.69,0.69,886982000.0,64.89,66.63,61.07 72.86,Nasdaq,Consumer Cyclical,Fidelity Investments,61.07,72.86
9829,Fidelity Advisor Consumer Disctnry - Z,0.28,0.42,66.94,7.52,2.4,13.15,13.47,12.34,0.69,0.69,886982000.0,65.35,66.89,61.31 72.97,Nasdaq,Consumer Cyclical,Fidelity Investments,61.31,72.97
9830,Fidelity Select Consumer Discret Port,0.28,0.42,66.91,-0.94,-1.14,6.74,41.78,19.15,0.69,0.69,886982000.0,65.32,67.29,61.30 72.97,Nasdaq,Consumer Cyclical,Fidelity Investments,61.3,72.97
9831,Fidelity SAI Investment Grd Seczd,0.04,0.41,9.82,7.52,2.4,13.15,13.47,12.34,0.31,0.31,886969000.0,9.87,9.97,9.76 10.15,Nasdaq,Securitized Bond - Diversified,Fidelity Investments,9.76,10.15
9832,Franklin Multi-Asset Income A,0.09,0.78,11.7,7.52,2.4,13.15,13.47,12.34,0.81,0.81,886701000.0,11.64,11.45,10.93 11.72,Nasdaq,Conservative Allocation,Franklin Templeton,10.93,11.72
9833,Franklin Multi-Asset Income R,0.09,0.78,11.7,7.52,2.4,13.15,13.47,12.34,0.81,0.81,886701000.0,11.64,11.46,10.94 11.73,Nasdaq,Conservative Allocation,Franklin Templeton,10.94,11.73
9834,Franklin Multi-Asset Income R6,0.09,0.77,11.71,7.52,2.4,13.15,13.47,12.34,0.81,0.81,886701000.0,11.65,11.46,10.94 11.73,Nasdaq,Conservative Allocation,Franklin Templeton,10.94,11.73
9835,Impax Core Bond Fund Individual Investor,0.04,0.46,8.7,-0.68,-0.79,6.42,5.38,-1.63,0.73,0.73,886420000.0,8.75,8.86,8.65 9.01,Nasdaq,Intermediate Core Bond,Impax Asset Management,8.65,9.01
9836,Impax Core Bond Fund Institutional,0.03,0.35,8.69,-0.54,-0.62,6.82,5.64,-1.38,0.73,0.73,886420000.0,8.75,8.86,8.65 9.01,Nasdaq,Intermediate Core Bond,Impax Asset Management,8.65,9.01
9837,Columbia Emerging Markets Inst2,0.62,3.01,21.2,23.98,-0.58,31.32,8.89,-7.21,2.34,2.34,886278000.0,21.53,19.05,15.22 23.52,Nasdaq,Diversified Emerging Mkts,Columbia Threadneedle,15.22,23.52
9838,Columbia Emerging Markets Inst3,0.62,3.0,21.32,24.03,-0.58,31.29,8.93,-7.16,2.34,2.34,886278000.0,21.66,19.16,15.31 23.65,Nasdaq,Diversified Emerging Mkts,Columbia Threadneedle,15.31,23.65
9839,Columbia Emerging Markets Fund,0.6,3.01,20.54,23.77,-0.7,30.76,8.5,-7.51,2.34,2.34,886278000.0,20.87,18.47,14.76 22.79,Nasdaq,Diversified Emerging Mkts,Columbia Threadneedle,14.76,22.79
9840,Columbia Emerging Markets Fund,0.54,3.02,18.43,23.21,-0.89,29.85,7.7,-8.21,2.34,2.34,886278000.0,18.73,16.64,13.40 20.47,Nasdaq,Diversified Emerging Mkts,Columbia Threadneedle,13.4,20.47
9841,Columbia Emerging Markets S,0.61,3.0,20.97,5.9,2.42,8.22,-7.77,30.5,2.34,2.34,886278000.0,21.3,18.85,15.07 23.26,Nasdaq,Diversified Emerging Mkts,Columbia Threadneedle,15.07,23.26
9842,Columbia Emerging Markets Fund,0.61,3.0,20.97,23.92,-0.63,31.2,8.89,-7.29,2.34,2.34,886278000.0,21.3,18.85,15.07 23.27,Nasdaq,Diversified Emerging Mkts,Columbia Threadneedle,15.07,23.27
9843,RiverNorth Doubleline Strategic Inc R,0.03,0.35,8.62,0.21,-0.17,7.31,8.76,3.4,1.22,1.22,885471000.0,8.66,8.8,8.57 8.99,Nasdaq,Multisector Bond,Rivernorth Funds,8.57,8.99
9844,RiverNorth Doubleline Strategic Inc I,0.04,0.47,8.61,0.35,-0.11,7.58,9.05,3.66,1.22,1.22,885471000.0,8.64,8.78,8.55 8.98,Nasdaq,Multisector Bond,Rivernorth Funds,8.55,8.98
9845,Voya Intermediate Bond Port A,0.05,0.47,10.69,-0.18,-0.77,7.21,6.78,-1.41,1.1,1.1,884136000.0,10.75,10.87,10.61 11.06,Nasdaq,Intermediate Core-Plus Bond,Voya,10.61,11.06
9846,Voya Intermediate Bond Port S2,0.05,0.47,10.69,-0.12,-0.75,7.32,6.88,-1.24,1.1,1.1,884136000.0,10.75,10.87,10.61 11.06,Nasdaq,Intermediate Core-Plus Bond,Voya,10.61,11.06
9847,Voya Intermediate Bond Port I,0.05,0.46,10.81,0.14,-0.63,7.71,7.28,-0.88,1.1,1.1,884136000.0,10.86,10.99,10.73 11.18,Nasdaq,Intermediate Core-Plus Bond,Voya,10.73,11.18
9848,Voya Intermediate Bond Port S,0.05,0.47,10.74,-0.02,-0.7,7.46,7.03,-1.07,1.1,1.1,884136000.0,10.8,10.92,10.66 11.11,Nasdaq,Intermediate Core-Plus Bond,Voya,10.66,11.11
9849,Voya Corporate Leaders Trust B,0.96,1.15,84.69,28.28,8.8,7.04,14.53,26.76,0.4,0.4,883973000.0,80.06,73.21,63.00 85.83,Nasdaq,Large Value,Voya,63.0,85.83
9850,Empower International Growth Instl,0.14,1.42,10.01,3.38,3.16,11.92,16.93,6.45,1.36,1.36,883470000.0,9.77,9.75,8.63 10.52,Nasdaq,Foreign Large Growth,Empower Funds,8.63,10.52
9851,Empower International Growth Inv,0.2,1.4,14.44,3.21,3.06,11.55,16.54,6.04,1.36,1.36,883470000.0,14.1,13.98,12.46 14.80,Nasdaq,Foreign Large Growth,Empower Funds,12.46,14.8
9852,SEI Multi-Asset Real Return A (SIIT),-0.02,-0.25,8.02,9.04,-0.37,8.49,-1.0,11.43,1.01,1.01,883298000.0,7.97,7.82,7.36 8.16,Nasdaq,Inflation-Protected Bond,Sei,7.36,8.16
9853,Palmer Square Income Plus T,0.01,0.1,10.13,6.12,1.59,8.78,1.17,5.29,0.57,0.57,883192000.0,10.13,10.14,10.04 10.23,Nasdaq,Ultrashort Bond,Palmer Square Capital Management Llc,10.04,10.23
9854,Palmer Square Income Plus I,0.01,0.1,10.12,2.15,1.1,5.16,8.78,1.17,0.57,0.57,883192000.0,10.12,10.13,10.03 10.22,Nasdaq,Ultrashort Bond,Palmer Square Capital Management Llc,10.03,10.22
9855,Nationwide Loomis Core Bond Eagle,0.04,0.43,9.33,7.52,2.4,13.15,13.47,12.34,0.78,0.78,883161000.0,9.39,9.51,9.27 9.68,Nasdaq,Intermediate Core Bond,Nationwide,9.27,9.68
9856,Nationwide Loomis Core Bond A,0.04,0.44,9.15,-0.45,-0.56,6.78,5.54,-1.45,0.78,0.78,883161000.0,9.2,9.32,9.09 9.49,Nasdaq,Intermediate Core Bond,Nationwide,9.09,9.49
9857,Nationwide Loomis Core Bond R6,0.04,0.43,9.33,-0.26,-0.58,6.96,5.85,-1.21,0.78,0.78,883161000.0,9.39,9.51,9.27 9.68,Nasdaq,Intermediate Core Bond,Nationwide,9.27,9.68
9858,Nationwide Loomis Core Bond Instl Svc,0.04,0.43,9.33,-0.41,-0.64,6.7,5.58,-1.45,0.78,0.78,883161000.0,9.39,9.51,9.27 9.68,Nasdaq,Intermediate Core Bond,Nationwide,9.27,9.68
9859,Thrivent Multisector Bond A,0.03,0.33,9.18,1.44,0.22,7.81,8.55,1.46,0.68,0.68,882514000.0,9.21,9.25,9.11 9.35,Nasdaq,Multisector Bond,Thrivent Funds,9.11,9.35
9860,Thrivent Multisector Bond S,0.03,0.33,9.18,1.58,0.28,8.07,8.83,1.72,0.68,0.68,882514000.0,9.21,9.25,9.11 9.35,Nasdaq,Multisector Bond,Thrivent Funds,9.11,9.35
9861,Transamerica Multi-Asset Income A,0.11,0.66,16.9,5.15,1.74,15.24,10.01,17.51,0.63,0.63,882182000.0,16.63,16.29,15.28 16.79,Nasdaq,Moderate Allocation,Transamerica,15.28,16.79
9862,Transamerica Multi-Asset Income C,0.11,0.66,16.83,4.72,1.55,14.33,9.25,16.74,0.63,0.63,882182000.0,16.56,16.22,15.21 16.72,Nasdaq,Moderate Allocation,Transamerica,15.21,16.72
9863,Transamerica Multi-Asset Income I,0.11,0.65,16.91,5.36,1.8,15.45,10.3,17.85,0.63,0.63,882182000.0,16.64,16.3,15.29 16.80,Nasdaq,Moderate Allocation,Transamerica,15.29,16.8
9864,JPMorgan Tax Free Bond C,0.02,0.19,10.5,-0.21,-0.66,2.88,5.73,1.79,1.45,1.45,881713000.0,10.62,10.67,10.41 10.81,Nasdaq,Muni National Long,Jpmorgan,10.41,10.81
9865,JPMorgan Tax Free Bond A,0.03,0.28,10.61,0.13,-0.42,3.45,6.39,2.37,1.45,1.45,881713000.0,10.73,10.78,10.52 10.92,Nasdaq,Muni National Long,Jpmorgan,10.52,10.92
9866,JPMorgan Tax Free Bond I,0.03,0.28,10.56,0.26,-0.46,3.7,6.56,2.52,1.45,1.45,881713000.0,10.68,10.73,10.46 10.86,Nasdaq,Muni National Long,Jpmorgan,10.46,10.86
9867,JPMorgan Tax Free Bond R6,0.03,0.28,10.56,0.29,-0.35,3.75,6.61,2.66,1.45,1.45,881713000.0,10.68,10.73,10.46 10.86,Nasdaq,Muni National Long,Jpmorgan,10.46,10.86
9868,Goldman Sachs International Eq ESG Inv,0.4,1.14,35.56,7.4,3.14,25.79,15.76,16.6,2.07,2.07,881400000.0,34.9,33.56,30.69 35.62,Nasdaq,Foreign Large Blend,Goldman Sachs,30.69,35.62
9869,Goldman Sachs International Eq ESG C,0.35,1.12,31.62,6.76,2.9,24.56,14.61,15.46,2.07,2.07,881400000.0,31.08,29.92,27.40 31.70,Nasdaq,Foreign Large Blend,Goldman Sachs,27.4,31.7
9870,Goldman Sachs International Eq ESG Instl,0.4,1.13,35.83,7.44,3.18,25.87,15.83,16.67,2.07,2.07,881400000.0,35.16,33.81,30.92 35.89,Nasdaq,Foreign Large Blend,Goldman Sachs,30.92,35.89
9871,Goldman Sachs International Eq ESG A,0.38,1.1,34.8,7.23,3.09,25.48,15.46,16.29,2.07,2.07,881400000.0,34.18,32.87,30.07 34.87,Nasdaq,Foreign Large Blend,Goldman Sachs,30.07,34.87
9872,Goldman Sachs International Eq ESG Svc,0.41,1.13,36.64,7.13,3.02,25.23,15.22,16.12,2.07,2.07,881400000.0,35.98,34.55,31.67 36.71,Nasdaq,Foreign Large Blend,Goldman Sachs,31.67,36.71
9873,Goldman Sachs International Eq ESG R6,0.39,1.11,35.6,7.45,3.17,25.89,15.84,16.7,2.07,2.07,881400000.0,34.94,33.59,30.72 35.66,Nasdaq,Foreign Large Blend,Goldman Sachs,30.72,35.66
9874,Goldman Sachs International Eq ESG P,0.4,1.14,35.62,7.45,3.17,25.88,15.82,16.72,2.07,2.07,881400000.0,34.96,33.61,30.74 35.68,Nasdaq,Foreign Large Blend,Goldman Sachs,30.74,35.68
9875,Brown Advisory BeutelGoodmanLg-CpValInst,0.26,1.56,16.92,13.85,10.72,5.27,12.29,14.74,0.7,0.7,880660000.0,16.01,15.11,13.73 16.90,Nasdaq,Mid-Cap Value,Brown Advisory Funds,13.73,16.9
9876,Columbia Global Value S,0.2,1.39,14.6,15.25,6.99,12.23,20.66,24.86,0.82,0.82,880471000.0,14.24,13.99,12.91 14.65,Nasdaq,Global Large-Stock Value,Columbia Threadneedle,12.91,14.65
9877,Columbia Global Value Inst3,0.19,1.4,13.76,11.85,5.93,21.95,12.35,20.83,0.82,0.82,880471000.0,13.43,13.22,12.19 13.83,Nasdaq,Global Large-Stock Value,Columbia Threadneedle,12.19,13.83
9878,Columbia Global Value Inst,0.2,1.39,14.6,10.88,4.6,21.79,12.23,20.66,0.82,0.82,880471000.0,14.24,13.99,12.90 14.65,Nasdaq,Global Large-Stock Value,Columbia Threadneedle,12.9,14.65
9879,Columbia Global Value A,0.2,1.39,14.54,11.56,5.81,21.47,11.98,20.4,0.82,0.82,880471000.0,14.18,13.94,12.86 14.59,Nasdaq,Global Large-Stock Value,Columbia Threadneedle,12.86,14.59
9880,Columbia Global Value Fund,0.19,1.36,14.17,11.11,5.61,20.63,11.1,19.41,0.82,0.82,880471000.0,13.83,13.6,12.55 14.22,Nasdaq,Global Large-Stock Value,Columbia Threadneedle,12.55,14.22
9881,Columbia Global Value Fund,0.2,1.4,14.47,11.39,5.7,21.18,11.56,20.11,0.82,0.82,880471000.0,14.12,13.87,12.80 14.52,Nasdaq,Global Large-Stock Value,Columbia Threadneedle,12.8,14.52
9882,Columbia Global Value Inst2,0.2,1.4,14.53,11.82,5.9,21.77,12.26,20.7,0.82,0.82,880471000.0,14.17,13.93,12.85 14.58,Nasdaq,Global Large-Stock Value,Columbia Threadneedle,12.85,14.58
9883,GuideStone Funds Low-Duration Bond Instl,0.02,0.16,12.88,0.97,0.55,5.65,5.09,-0.4,0.38,0.38,880470000.0,12.87,12.95,12.82 13.06,Nasdaq,Short-Term Bond,Guidestone Funds,12.82,13.06
9884,GuideStone Funds Low-Duration Bond Inv,0.02,0.16,12.87,0.83,0.4,5.29,4.82,-0.65,0.38,0.38,880470000.0,12.87,12.95,12.81 13.06,Nasdaq,Short-Term Bond,Guidestone Funds,12.81,13.06
9885,T. Rowe Price European Stock,0.38,1.4,27.62,8.66,6.99,21.53,19.01,14.82,1.05,1.05,878648000.0,26.37,25.91,23.12 27.73,Nasdaq,Europe Stock,T. Rowe Price,23.12,27.73
9886,T. Rowe Price European Stock I,0.38,1.41,27.37,8.83,7.06,21.83,19.27,14.99,1.05,1.05,878648000.0,26.12,25.67,22.88 27.54,Nasdaq,Europe Stock,T. Rowe Price,22.88,27.54
9887,T. Rowe Price European Stock Z,0.38,1.4,27.5,1.67,-4.4,19.27,14.99,27.1,1.05,1.05,878648000.0,26.23,25.76,22.93 27.74,Nasdaq,Europe Stock,T. Rowe Price,22.93,27.74
9888,GuideStone Funds Value Equity Instl,0.22,1.09,20.43,12.51,5.38,14.23,10.83,24.61,0.64,0.64,878419000.0,19.82,19.4,18.00 20.49,Nasdaq,Large Value,Guidestone Funds,18.0,20.49
9889,GuideStone Funds Value Equity Investor,0.22,1.09,20.38,12.36,5.28,13.89,10.55,24.27,0.64,0.64,878419000.0,19.77,19.35,17.95 20.43,Nasdaq,Large Value,Guidestone Funds,17.95,20.43
9890,Calamos Timpani Small Cap Growth A,1.91,3.43,57.62,22.47,0.16,25.59,7.33,8.84,1.09,1.09,878252000.0,59.12,50.57,38.76 63.70,Nasdaq,Small Growth,Calamos,38.76,63.7
9891,Calamos Timpani Small Cap Growth C,1.89,3.4,57.49,50.6,21.57,-0.17,-1.06,-0.55,1.09,1.09,878252000.0,59.04,50.61,38.96 63.61,Nasdaq,Small Growth,Calamos,38.96,63.61
9892,Calamos Timpani Small Cap Growth I,1.98,3.41,60.06,22.66,0.24,25.9,7.57,9.12,1.09,1.09,878252000.0,61.61,52.67,40.31 66.38,Nasdaq,Small Growth,Calamos,40.31,66.38
9893,Calamos Timpani Small Cap Growth R6,2.0,3.42,60.46,50.6,21.57,-0.17,-1.06,-0.55,1.09,1.09,878252000.0,62.01,53.0,40.53 66.82,Nasdaq,Small Growth,Calamos,40.53,66.82
9894,BlackRock Managed Income Investor A,0.06,0.62,9.68,2.05,0.74,9.61,10.03,5.36,0.61,0.61,877610000.0,9.65,9.69,9.45 9.83,Nasdaq,Conservative Allocation,Blackrock,9.45,9.83
9895,BlackRock Managed Income Institutional,0.06,0.62,9.68,2.19,0.8,9.87,10.31,5.61,0.61,0.61,877610000.0,9.65,9.68,9.45 9.83,Nasdaq,Conservative Allocation,Blackrock,9.45,9.83
9896,BlackRock Managed Income K,0.06,0.62,9.71,2.22,0.81,9.91,10.35,5.66,0.61,0.61,877610000.0,9.68,9.71,9.48 9.86,Nasdaq,Conservative Allocation,Blackrock,9.48,9.86
9897,BlackRock Managed Income Investor C,0.06,0.62,9.69,1.61,0.56,8.8,9.18,4.5,0.61,0.61,877610000.0,9.66,9.69,9.46 9.84,Nasdaq,Conservative Allocation,Blackrock,9.46,9.84
9898,HCM Multi-Asset Plus A,0.67,3.38,20.47,3.54,1.15,15.87,21.53,9.86,1.39,1.39,876583000.0,20.16,19.14,17.18 21.05,Nasdaq,Moderate Allocation,Howard Capital Management,17.18,21.05
9899,HCM Multi-Asset Plus Investor,0.65,3.42,19.63,3.06,0.98,15.06,20.68,8.97,1.39,1.39,876583000.0,19.35,18.41,16.52 20.22,Nasdaq,Moderate Allocation,Howard Capital Management,16.52,20.22
9900,HCM Multi-Asset Plus I,0.68,3.41,20.6,21.59,10.23,20.68,8.97,14.64,1.39,1.39,876583000.0,20.28,19.25,17.28 21.18,Nasdaq,Moderate Allocation,Howard Capital Management,17.28,21.18
9901,Principal Capital Securities S,0.02,0.21,9.58,1.89,0.61,8.95,6.82,3.74,0.04,0.04,876465000.0,9.62,9.67,9.47 9.80,Nasdaq,Preferred Stock,Principal Funds,9.47,9.8
9902,Ave Maria Rising Dividend,0.28,1.25,22.71,4.01,2.39,-0.39,13.19,25.35,0.9,0.9,874640000.0,21.53,22.02,20.58 24.06,Nasdaq,Large Blend,Ave Maria Mutual Funds,20.58,24.06
9903,Janus Henderson VIT Overseas Instl,0.75,1.19,63.99,13.77,7.82,28.87,10.87,13.58,0.96,0.96,874280000.0,62.91,58.66,50.45 64.76,Nasdaq,Foreign Large Blend,Janus Henderson,50.45,64.76
9904,Lord Abbett Inflation Focused Fund,0.0,0.0,11.67,1.55,-0.19,7.01,4.1,10.29,0.44,0.44,873564000.0,11.73,11.8,11.64 11.98,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.64,11.98
9905,Lord Abbett Inflation Focused Fund,0.01,0.09,11.69,1.28,-0.26,6.28,3.31,9.56,0.44,0.44,873564000.0,11.74,11.82,11.66 12.00,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.66,12.0
9906,Lord Abbett Inflation Focused Fund,0.0,0.0,11.68,1.52,-0.17,7.11,4.11,10.48,0.44,0.44,873564000.0,11.74,11.82,11.65 12.00,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.65,12.0
9907,Lord Abbett Inflation Focused Fund,0.01,0.09,11.67,1.75,-0.06,7.13,4.21,10.43,0.44,0.44,873564000.0,11.72,11.8,11.64 11.98,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.64,11.98
9908,Lord Abbett Inflation Focused Fund,0.01,0.09,11.67,1.6,-0.12,6.87,3.96,10.17,0.44,0.44,873564000.0,11.72,11.8,11.64 11.97,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.64,11.97
9909,Lord Abbett Inflation Focused Fund,0.0,0.0,11.68,1.73,-0.12,7.34,4.28,10.64,0.44,0.44,873564000.0,11.74,11.82,11.65 11.99,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.65,11.99
9910,Lord Abbett Inflation Focused Fund,0.0,0.0,11.61,1.31,-0.22,6.6,3.59,9.49,0.44,0.44,873564000.0,11.66,11.74,11.58 11.92,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.58,11.92
9911,Lord Abbett Inflation Focused Fund,0.0,0.0,11.67,1.46,-0.18,6.6,3.7,9.89,0.44,0.44,873564000.0,11.72,11.8,11.64 11.98,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.64,11.98
9912,Lord Abbett Inflation Focused Fund,0.01,0.09,11.66,1.66,-0.06,7.23,4.22,10.45,0.44,0.44,873564000.0,11.71,11.79,11.63 11.97,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.63,11.97
9913,Lord Abbett Inflation Focused Fund,0.0,0.0,11.66,1.72,-0.12,7.34,4.27,10.5,0.44,0.44,873564000.0,11.72,11.8,11.63 11.97,Nasdaq,Short-Term Inflation-Protected Bond,Lord Abbett,11.63,11.97
9914,JHancock 2050 Lifetime Blend Pft A,0.31,1.61,19.57,17.67,7.17,18.46,18.34,25.02,1.06,1.06,871875000.0,19.03,17.98,16.17 19.32,Nasdaq,Target-Date 2050,John Hancock,16.17,19.32
9915,JHancock 2050 Lifetime Blend Ptf 1,0.3,1.56,19.57,11.1,3.43,20.03,18.46,18.34,1.06,1.06,871875000.0,19.03,17.98,16.17 19.32,Nasdaq,Target-Date 2050,John Hancock,16.17,19.32
9916,JHancock 2050 Lifetime Blend Ptf R6,0.31,1.61,19.56,11.18,3.49,20.03,18.43,18.39,1.06,1.06,871875000.0,19.01,17.96,16.16 19.30,Nasdaq,Target-Date 2050,John Hancock,16.16,19.3
9917,JHancock 2050 Lifetime Blend Ptf R4,0.3,1.56,19.55,10.99,3.38,19.73,18.24,18.19,1.06,1.06,871875000.0,19.01,17.96,16.16 19.30,Nasdaq,Target-Date 2050,John Hancock,16.16,19.3
9918,Fidelity Select Brokerage & Inv Mgmt,1.35,0.76,179.44,-7.17,3.83,5.78,27.75,40.61,0.66,0.66,871562000.0,167.77,175.73,154.08 205.82,Nasdaq,Financial,Fidelity Investments,154.08,205.82
9919,JPMorgan Short-Interm Muncpl Bd I,0.01,0.1,10.17,0.65,0.05,4.33,3.58,0.18,1.42,1.42,870582000.0,10.21,10.26,10.15 10.36,Nasdaq,Muni National Short,Jpmorgan,10.15,10.36
9920,JPMorgan Short-Interm Muncpl Bd A,0.01,0.1,10.1,0.3,-0.07,3.89,3.13,-0.27,1.42,1.42,870582000.0,10.14,10.19,10.08 10.29,Nasdaq,Muni National Short,Jpmorgan,10.08,10.29
9921,JPMorgan Short-Interm Muncpl Bd R6,0.01,0.1,10.16,0.59,0.06,4.38,3.63,0.32,1.42,1.42,870582000.0,10.21,10.25,10.14 10.36,Nasdaq,Muni National Short,Jpmorgan,10.14,10.36
9922,JPMorgan Short-Intermediate Municipal Bond Fund,0.02,0.2,10.22,0.1,-0.2,3.31,2.58,-0.78,1.42,1.42,870582000.0,10.26,10.3,10.20 10.40,Nasdaq,Muni National Short,Jpmorgan,10.2,10.4
9923,Hartford International Opp HLS IB,0.28,1.21,23.36,9.85,2.94,30.06,11.45,7.57,1.01,1.01,870339000.0,23.01,21.78,19.22 23.69,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,19.22,23.69
